id,first_name_vendor,last_name_vendor,code_vendor,article,article_value
868a9e84-dccb-47c9-bb36-7c30c6432679,Isidor,Lalevee,SHQ,V8 Splash Strawberry Banana,$533039.64
99af6e04-8f31-4cc5-9cf0-dbd9a9a7adfd,Angie,Muccino,AAJ,Butter - Unsalted,$379023.13
b77ea266-23c8-4bb2-a97e-42637b47eacd,Melinda,Fuster,CYW,Muffin - Mix - Strawberry Rhubarb,$570409.92
c845b699-2f2b-4033-8ec6-b266c3804f59,Vivienne,Emons,YEQ,Beans - French,$238849.89
df443eb0-5c49-45e2-9e7f-d6b6a6ea64cb,Myrwyn,Verdun,CAA,"Beef - Ground, Extra Lean, Fresh",$250502.90
feff6a1d-0a43-4102-a7b8-3873b9360b65,Gordon,Braven,PPH,Kaffir Lime Leaves,$431522.11
6a80450f-4690-41ab-b1ad-1a94713a0ebb,Felipa,Elford,0,Wine - Carmenere Casillero Del,$103658.25
65128c09-c170-4166-804a-04db5721c05a,Edwina,Larcher,LUR,Thyme - Dried,$166444.47
d0a86690-7951-49be-bd68-1ddda5892eb1,Rhonda,McIndoe,WRZ,"Tart Shells - Barquettes, Savory",$620133.20
7957253a-27fa-4aa1-a5ac-eaab8774cf1e,Toddy,Collihole,GOV,"Vinegar - Balsamic, White",$590961.71
11d18e1e-0212-4efb-ac1e-ae96e6331e7b,Roddie,Veasey,CRT,Jello - Assorted,$59868.54
17628c8a-096c-46e7-9528-d0f4a9c152d8,Inessa,Hapgood,SLE,Hersey Shakes,$881083.11
c58626f8-a609-48e7-b0ba-711910e735da,Cynthie,Everingham,SSZ,Otomegusa Dashi Konbu,$977230.81
a93a13b5-a167-4f0a-811c-02203f117018,Dallon,Brigginshaw,LHC,Curry Powder,$512292.78
251592d0-7a18-44c6-b4b6-e8d81657521a,Cariotta,Mustin,KAB,Ecolab - Solid Fusion,$957435.45
1a35cc58-e776-4673-b6c3-aef92fd44060,Gilda,Fitkin,BMA,"Red Snapper - Fresh, Whole",$787241.14
66e9c420-9fde-41ae-88fe-e0dda7ce031e,Cathryn,Wyldish,ETM,"Soup - Campbells, Beef Barley",$832320.87
d76be8cc-413c-44ae-bd46-54bad1cdab84,Chandler,Grassin,IGD,Lychee - Canned,$388048.56
b8070b5f-0d42-48a7-bef3-47166fbfabe8,Cilka,Hazeldene,MLK,Wine - Peller Estates Late,$581759.78
05e8a7e7-93d2-498b-a1ac-e8b183cee8fc,Issy,Uvedale,NRY,"Wine - White, Cooking",$790397.10
77cb8969-2f7d-49a8-9bef-d7837a83b456,Laney,Cutmere,APX,Oil - Grapeseed Oil,$464023.68
fede4d87-b5f7-476f-bd7b-834ae0378c72,Edik,Minocchi,AZN,Tomatoes - Hot House,$554245.92
2f2af8b4-73c0-49f9-b81c-9b729bed39b8,Augustine,Muston,BXR,Lid Tray - 16in Dome,$30042.65
3094d821-bebc-4603-a18c-425b5d375c5e,Claudia,Haddrill,RQW,"Chilli Paste, Ginger Garlic",$761362.92
c259842b-cc63-454f-a3de-7199135dc726,Celia,Brixey,CMP,"Carrots - Purple, Organic",$858039.66
24b5f79c-567e-4a0d-8e8f-08f1658d3360,Glynn,Whichelow,ANS,Mix - Cocktail Ice Cream,$151656.73
7eecdc10-b249-4b20-b54a-abee72225808,Jeannine,Pochin,RIS,Foam Dinner Plate,$311870.82
5ca18ef7-c58b-4574-9ccf-29cd70345f87,Dasie,Harriagn,BGC,Wine - Barolo Fontanafredda,$858130.66
e2ff8906-5abc-4d9c-aa85-81a201514203,Brianna,Byk,YLS,Lobster - Live,$332954.16
0fec4424-ef0f-41d6-ac03-14a6241079f1,Rodolph,Mathouse,LCC,"Red Snapper - Fillet, Skin On",$700689.72
c8ac26fd-7a1d-46e8-8888-3c264a6fe131,Adan,Glasscock,ASB,Beef - Eye Of Round,$117137.71
d610d735-7555-4cda-9fcd-fc154287d5d3,Thatch,Mabe,NDB,Cheese - Swiss Sliced,$239691.13
1cf630e0-9572-43a3-9964-a6e500f5d147,Urbain,Currie,UII,"Pasta - Lasagna Noodle, Frozen",$278933.25
e1937201-c954-40a5-a15f-e323d952228c,Nikola,Docksey,ZAM,Fennel - Seeds,$219638.51
49102cf1-0624-4266-a2a7-aae1fb0a3bfa,Kingston,Dudbridge,BLO,Pepper - Chili Powder,$855693.68
48038410-6392-43d2-866d-1de45370744b,Giovanni,Priden,RLA,Bar Special K,$441718.02
b308ef77-f1fd-4f55-ab9a-cc2da3450b9c,Patty,Rubinchik,MFD,Coffee - Egg Nog Capuccino,$559765.49
3f47a11c-2405-432d-a8bf-4d2915d60975,Adan,Faughnan,SPQ,Beets - Mini Golden,$991016.30
5f81bcca-c18b-4e70-a903-640f28891733,Sylvia,Vye,FYJ,Pastry - Butterscotch Baked,$117807.48
54d96610-88c3-4158-a886-d42f61ce1ea5,Tandie,MacAvddy,MZT,Chocolate - Chips Compound,$429353.85
a14869c4-6458-4659-93cb-67330949f1f4,Waldon,Jeduch,RUT,Tomatoes Tear Drop,$605232.12
2225a2f6-4286-4ba0-a32d-d6bc958c95d1,Vernice,Lichfield,LOL,Calypso - Strawberry Lemonade,$201245.20
0eb48fb3-f92a-4497-a217-b7d0c40303d9,Micaela,Giannazzo,WKB,Longos - Assorted Sandwich,$785025.06
b6ad2d70-7ff6-490c-9c22-d20223451f35,Moreen,MacGillivrie,PIT,Coffee - Decafenated,$982607.49
94087f44-55de-42a5-8d27-33b07b5aa923,Raul,Gristwood,EDW,Scallops - 20/30,$301933.96
a5f58ead-9780-4e2f-8ff5-ddcec8d898f5,Biddy,Rodgier,MUY,Versatainer Nc - 8288,$326521.70
980af2ec-0286-4abe-b5f0-5b7dfa9b0203,Ardys,Bevan,WSN,Ham - Cooked Italian,$663373.02
46d6952e-623f-414c-96f0-391cc136cee5,Parry,Vedekhov,BIU,Yoplait - Strawbrasp Peac,$242319.47
019fa25f-95d5-401f-83f4-e8e7323e000b,Gwyn,Buttler,WJF,Fond - Chocolate,$869919.32
6a3fc920-c9c8-416d-abbd-73c0ba26774b,Fred,Boykett,MGL,"Coffee - Beans, Whole",$504804.31
fc915213-c01d-4325-81b8-db15719e5834,Fawne,Yashanov,AOG,Artichokes - Jerusalem,$441422.64
c30994c2-85dd-4342-be79-35243bca70d8,Robers,Ellicombe,UMD,Muffin - Blueberry Individual,$731854.11
5a8780ae-51fc-47d1-8e8b-7d3fab53079b,Kai,Kavanagh,PYV,Plate Pie Foil,$152067.69
56283c96-ffb4-48be-82e5-840de2588cd4,Veronika,Coggan,CNN,"Beans - Long, Chinese",$588351.61
07b16ab9-6439-4f29-90af-cfb0cd528b65,Inger,Hutcheon,KCA,Wiberg Cure,$626295.16
39677dce-c202-4d00-8aa8-de61aad116ae,Marty,Dounbare,KWM,Soup - Base Broth Beef,$727834.19
18db1cfe-8e7f-44df-957b-4544e2c18122,Vinita,Strass,KRH,Juice - Mango,$533297.84
abad88a7-0343-42c3-9e18-85f0a6cb2c75,Waneta,Davana,HLG,Cup Translucent 9 Oz,$230498.51
d4ea68a2-e817-4763-b013-0b04de0c1116,Elane,Godin,KLS,Scotch - Queen Anne,$387723.94
e303156f-686d-4c1f-b8e0-8322c5702be7,Jarvis,Woofendell,WNS,"Fish - Base, Bouillion",$371723.15
202206ed-0efd-473e-9e01-d0f697eec8ab,Lockwood,De Gouy,HIS,Wine - Piper Heidsieck Brut,$883487.89
7bd085ef-9672-48c5-901f-740804179f77,Laurena,Desporte,XGN,Aspic - Clear,$94591.21
a0b7481c-5339-490b-bc8c-0f2c7d1c1c1e,Niel,Pinks,KKO,Island Oasis - Ice Cream Mix,$513841.41
f53a5d96-d73f-45d6-8545-79402908a1f1,Avery,Skeene,MRX,Cheese - Cambozola,$349455.49
181d482c-e188-41de-8abf-368f81bc2332,Niles,Oliphard,BOZ,Cup - 4oz Translucent,$75782.94
5ff70e13-04ea-4ca2-bcff-db3c96cc1e1e,Arlina,Fydoe,JRN,Bay Leaf Ground,$597443.23
f381aec0-5772-43a9-88e8-8ca36404c58a,Hana,Suche,BAF,Lemon Tarts,$963000.32
330f9d38-7fce-46b7-ad10-24713b39bbf3,Vilma,Larenson,SMB,Beer - Upper Canada Light,$433224.86
d67aaf98-28ac-4bae-b337-73d6de9f7598,Demott,Bullen,MRC,Nutmeg - Ground,$799772.58
a14c72da-a523-42c3-86c6-8d4c995011f9,Lilllie,Langham,PZO,Fish - Bones,$829846.39
03a27caf-2595-4daf-b11d-4ed55d930392,Terencio,Cleatherow,VSG,Flavouring - Raspberry,$842070.84
638a3003-230b-4cb7-9036-e84e0223cc3d,Janith,Deegin,MQO,Pepper - Scotch Bonnet,$270402.40
d65b4d3e-173d-4804-950f-ffc8bb3ec7ae,Malia,Benadette,LLA,Energy - Boo - Koo,$560983.33
5b3c2c36-59f4-4421-8416-1545f17007c2,Dukey,Weiser,ANA,Rice Paper,$13668.91
3ed50912-4339-4f0c-b125-470aeef1e787,Billy,Butterworth,NRB,Carbonated Water - Peach,$234379.80
c7619217-d7ac-4083-a36f-75d8d6f6229e,Rebecka,Kirkam,SBT,"Wine - Red, Harrow Estates, Cab",$259573.57
931117d6-f4e2-4726-bdcf-7eb759e1a024,Bil,Wombwell,KMM,Garbage Bag - Clear,$622817.54
71b6bbe9-1e1c-4270-8d7e-3c6d40b5ed0a,Sarita,Haymes,TEI,Creme De Banane - Marie,$860585.31
77f63a3f-51e4-4451-8b07-cd561f99d060,Kelci,Tidey,JVL,Wine - Ruffino Chianti Classico,$35227.29
9fb1b66c-b144-4f3d-b3f9-4d2c996b3bda,Darya,D'eye,SMR,Pastry - Carrot Muffin - Mini,$943043.44
cdb7d635-8468-4b06-82f1-12f10f9cc613,Anitra,Edmead,BST,Ice Cream - Fudge Bars,$140909.97
16fb966c-8550-4087-b2e6-d152634f68d3,Marnie,Ivanets,WSG,Muffin - Mix - Creme Brule 15l,$730601.21
ebf4d3b0-53a2-4b5f-9a96-05b7ef81e6c3,Hiram,Belding,SLQ,Puff Pastry - Slab,$822993.81
3905f8a3-d37b-4e8f-8df0-042b881f7b13,Trstram,Mingaye,AXS,Pop Shoppe Cream Soda,$573215.44
331d133c-3a93-4215-a1bb-e683d0e182f6,Cherie,Ornelas,ULU,Butter - Salted,$875289.06
80e27549-78e0-44d7-b605-a918dc4e0963,Drusi,McKeaney,BDS,Lid - 16 Oz And 32 Oz,$313735.98
5090dd98-379c-47d9-8748-3df6fa986b11,Amabelle,Klimaszewski,GRY,Parsley Italian - Fresh,$491206.69
5153139d-030b-4487-800d-44750c7f1541,Fairleigh,Ewington,BZC,Lamb Rack Frenched Australian,$252226.07
b25f00c3-135a-475d-97f3-e9a8748e64bc,Helena,Yakutin,RAQ,Heavy Duty Dust Pan,$431014.75
c8a23f98-0e18-42be-b558-9b1933cda2f9,Guendolen,Kearn,SXR,Pork - Bacon Cooked Slcd,$531793.45
e05adeff-0799-499d-bf4c-72e0320d3d8c,Ethelin,Gerge,LKZ,"Juice - Grape, White",$308856.30
1a93cb24-8a9c-4ae9-b7bd-6bfdc9abae8f,Nata,Gonzalez,FSM,Sambuca - Opal Nera,$575697.81
27cdc644-11ca-4a94-8c34-a5e68d5a32c3,Roarke,Ripley,BGJ,Spice - Pepper Portions,$378972.58
133894bf-07a4-4b02-af6a-08aafdc85300,Rik,Lodwig,UDJ,Scallops - Live In Shell,$502916.45
3267a7ff-b976-4852-bbc4-0cdfb7cdd102,Thekla,Rockwell,SBO,Calaloo,$442447.34
b5c44f3a-54ca-4672-9766-e3c8d2f01df8,Bettye,Corkhill,0,Tomatoes - Orange,$596789.29
489a5233-41e5-49d3-9133-abbbb7b81f15,Hurley,Lengthorn,URC,Cup - Translucent 7 Oz Clear,$827602.92
b2a490ce-20cf-494b-b441-06c07dff8044,Agnese,Doog,AWZ,Peas - Frozen,$996500.13
43df3503-52a7-462e-aaa6-cd7c64b25b8b,Velvet,Spellicy,QNC,Pears - Bartlett,$713941.20
2ac1842d-ab77-4a4c-a837-9f6051ac3308,Dugald,Botte,GIZ,Pastry - Chocolate Marble Tea,$299781.89
917e98bf-f709-48a6-806a-7f5f3f9e44a6,Carleen,Cattini,BBH,Jam - Raspberry,$706209.34
d6c72492-ac0e-40f9-81a4-63926db4b3f8,Ardelle,Thatcher,TPS,"Turkey - Breast, Bone - In",$950215.22
c4306646-8bcb-4668-8b35-d7b81ff03f4a,Drucy,Swaby,TYR,"Wine - Red, Gamay Noir",$186921.75
2244d93d-dc56-4518-8fb2-abfd72703738,Tobe,Mytton,KON,Duck - Fat,$466796.32
4b4560cf-f124-445c-9b35-d6067b4f7d15,Emalia,Cicchetto,YRG,Wine - Cave Springs Dry Riesling,$933898.92
a7380e7c-7b5d-4e3b-899f-4b84441fceab,Maureene,Gobolos,UNC,"Mushroom - Enoki, Dry",$539221.29
91775ad6-d233-4f7e-b4f8-dc1c8bd27ffe,Carrissa,Gorden,DMT,"Plate - Foam, Bread And Butter",$843821.43
0b9b84e6-f463-4da1-872a-8e70cbdc377c,Cassius,Foreman,SEH,Sobe - Lizard Fuel,$343919.11
057c6f96-947c-432b-a968-8e9a82835eb3,Karie,Aleswell,PXM,Raisin - Golden,$632328.23
380a7e81-9bd5-44a8-8730-abb1a9c51c1e,Kennan,Winsborrow,BEG,Turkey Leg With Drum And Thigh,$542906.39
7f114756-dbc0-4c11-800d-bca5e72621a4,Merola,Dreus,TLT,Cookie Double Choco,$393120.46
126264a7-5cad-45df-afbc-278226ed53d0,Lavinie,Pippin,VCD,"Syrup - Monin, Irish Cream",$469795.56
7429fb3a-069e-4725-93f4-3ab9511fedfb,Talbot,Seignior,MCM,Pie Pecan,$220668.18
7c1d104a-97f6-408d-8ae8-c16e92ba4a4d,Cal,Wardlaw,BCG,Flounder - Fresh,$680580.21
5d333b59-90ff-48d0-8bcd-ee3a07b9ccf2,Trina,Beekmann,VAO,Urban Zen Drinks,$538221.31
81eae617-13d8-4911-86f8-a2ce320e9de8,Haslett,Kembry,FEB,Pimento - Canned,$584388.60
329bb5c9-4844-41e2-bb7b-65e15bf8766a,Deloris,McDougall,BQI,Halibut - Steaks,$931428.29
a25b32ad-063c-425b-a570-1a3c1520537a,Charline,Avieson,SGO,Curry Powder Madras,$82189.06
acf847ed-9e86-454c-abbf-d3a9b7e55516,Caritta,Richardon,RHV,"Brownies - Two Bite, Chocolate",$457787.33
6790d02d-9fc2-4e81-8896-ca8f965a68e4,Erda,O'Neill,IGR,Cake - Bande Of Fruit,$636232.89
7afa1b41-90a4-4cbf-a730-29690af4b70d,Timmy,Goodlatt,ABK,Nantucket Cranberry Juice,$5740.67
